"ERHJAHR";"PUBJAHR";"GDENR";"GDE_HISTID";"B08T";"B08S1";"B08S2";"B08S3";"B08EMPT";"B08EMPTS1";"B08EMPFS1";"B08EMPMS1";"B08EMPTS2";"B08EMPFS2";"B08EMPMS2";"B08EMPTS3";"B08EMPFS3";"B08EMPMS3";"B08VZAT";"B08VZATS1";"B08VZAFS1";"B08VZAMS1";"B08VZATS2";"B08VZAFS2";"B08VZAMS2";"B08VZATS3";"B08VZAFS3";"B08VZAMS3";"B08OFT";"B08PRT";"B08NMT";"B08UMT";"B08EMPOFT";"B08EMPOFF";"B08EMPOFM";"B08EMPPRT";"B08EMPPRF";"B08EMPPRM";"B08VZAOFT";"B08VZAOFF";"B08VZAOFM";"B08VZAPRT";"B08VZAPRF";"B08VZAPRM";"B08EMPNMT";"B08EMPNMF";"B08EMPNMM";"B08EMPUMT";"B08EMPUMF";"B08EMPUMM";"B08VZANMT";"B08VZANMF";"B08VZANMM";"B08VZAUMT";"B08VZAUMF";"B08VZAUMM";"B0801AS";"B0802AS";"B0803AS";"B0805AS";"B0806AS";"B0807AS";"B0808AS";"B0809AS";"B0810AS";"B0811AS";"B0812AS";"B0813AS";"B0814AS";"B0815AS";"B0816AS";"B0817AS";"B0818AS";"B0819AS";"B0820AS";"B0821AS";"B0822AS";"B0823AS";"B0824AS";"B0825AS";"B0826AS";"B0827AS";"B0828AS";"B0829AS";"B0830AS";"B0831AS";"B0832AS";"B0833AS";"B0835AS";"B0836AS";"B0837AS";"B0838AS";"B0839AS";"B0841AS";"B0842AS";"B0843AS";"B0845AS";"B0846AS";"B0847AS";"B0849AS";"B0850AS";"B0851AS";"B0852AS";"B0853AS";"B0855AS";"B0856AS";"B0858AS";"B0859AS";"B0860AS";"B0861AS";"B0862AS";"B0863AS";"B0864AS";"B0865AS";"B0866AS";"B0868AS";"B0869AS";"B0870AS";"B0871AS";"B0872AS";"B0873AS";"B0874AS";"B0875AS";"B0877AS";"B0878AS";"B0879AS";"B0880AS";"B0881AS";"B0882AS";"B0884AS";"B0885AS";"B0886AS";"B0887AS";"B0888AS";"B0890AS";"B0891AS";"B0892AS";"B0893AS";"B0894AS";"B0895AS";"B0896AS";"B0801EMP";"B0802EMP";"B0803EMP";"B0805EMP";"B0806EMP";"B0807EMP";"B0808EMP";"B0809EMP";"B0810EMP";"B0811EMP";"B0812EMP";"B0813EMP";"B0814EMP";"B0815EMP";"B0816EMP";"B0817EMP";"B0818EMP";"B0819EMP";"B0820EMP";"B0821EMP";"B0822EMP";"B0823EMP";"B0824EMP";"B0825EMP";"B0826EMP";"B0827EMP";"B0828EMP";"B0829EMP";"B0830EMP";"B0831EMP";"B0832EMP";"B0833EMP";"B0835EMP";"B0836EMP";"B0837EMP";"B0838EMP";"B0839EMP";"B0841EMP";"B0842EMP";"B0843EMP";"B0845EMP";"B0846EMP";"B0847EMP";"B0849EMP";"B0850EMP";"B0851EMP";"B0852EMP";"B0853EMP";"B0855EMP";"B0856EMP";"B0858EMP";"B0859EMP";"B0860EMP";"B0861EMP";"B0862EMP";"B0863EMP";"B0864EMP";"B0865EMP";"B0866EMP";"B0868EMP";"B0869EMP";"B0870EMP";"B0871EMP";"B0872EMP";"B0873EMP";"B0874EMP";"B0875EMP";"B0877EMP";"B0878EMP";"B0879EMP";"B0880EMP";"B0881EMP";"B0882EMP";"B0884EMP";"B0885EMP";"B0886EMP";"B0887EMP";"B0888EMP";"B0890EMP";"B0891EMP";"B0892EMP";"B0893EMP";"B0894EMP";"B0895EMP";"B0896EMP";"B0801VZA";"B0802VZA";"B0803VZA";"B0805VZA";"B0806VZA";"B0807VZA";"B0808VZA";"B0809VZA";"B0810VZA";"B0811VZA";"B0812VZA";"B0813VZA";"B0814VZA";"B0815VZA";"B0816VZA";"B0817VZA";"B0818VZA";"B0819VZA";"B0820VZA";"B0821VZA";"B0822VZA";"B0823VZA";"B0824VZA";"B0825VZA";"B0826VZA";"B0827VZA";"B0828VZA";"B0829VZA";"B0830VZA";"B0831VZA";"B0832VZA";"B0833VZA";"B0835VZA";"B0836VZA";"B0837VZA";"B0838VZA";"B0839VZA";"B0841VZA";"B0842VZA";"B0843VZA";"B0845VZA";"B0846VZA";"B0847VZA";"B0849VZA";"B0850VZA";"B0851VZA";"B0852VZA";"B0853VZA";"B0855VZA";"B0856VZA";"B0858VZA";"B0859VZA";"B0860VZA";"B0861VZA";"B0862VZA";"B0863VZA";"B0864VZA";"B0865VZA";"B0866VZA";"B0868VZA";"B0869VZA";"B0870VZA";"B0871VZA";"B0872VZA";"B0873VZA";"B0874VZA";"B0875VZA";"B0877VZA";"B0878VZA";"B0879VZA";"B0880VZA";"B0881VZA";"B0882VZA";"B0884VZA";"B0885VZA";"B0886VZA";"B0887VZA";"B0888VZA";"B0890VZA";"B0891VZA";"B0892VZA";"B0893VZA";"B0894VZA";"B0895VZA";"B0896VZA";"B0801KB1";"B0801KB2";"B0801KB3";"B0801KB4";"B0802KB1";"B0802KB2";"B0802KB3";"B0802KB4";"B0803KB1";"B0803KB2";"B0803KB3";"B0803KB4";"B0805KB1";"B0805KB2";"B0805KB3";"B0805KB4";"B0806KB1";"B0806KB2";"B0806KB3";"B0806KB4";"B0807KB1";"B0807KB2";"B0807KB3";"B0807KB4";"B0808KB1";"B0808KB2";"B0808KB3";"B0808KB4";"B0809KB1";"B0809KB2";"B0809KB3";"B0809KB4";"B0810KB1";"B0810KB2";"B0810KB3";"B0810KB4";"B0811KB1";"B0811KB2";"B0811KB3";"B0811KB4";"B0812KB1";"B0812KB2";"B0812KB3";"B0812KB4";"B0813KB1";"B0813KB2";"B0813KB3";"B0813KB4";"B0814KB1";"B0814KB2";"B0814KB3";"B0814KB4";"B0815KB1";"B0815KB2";"B0815KB3";"B0815KB4";"B0816KB1";"B0816KB2";"B0816KB3";"B0816KB4";"B0817KB1";"B0817KB2";"B0817KB3";"B0817KB4";"B0818KB1";"B0818KB2";"B0818KB3";"B0818KB4";"B0819KB1";"B0819KB2";"B0819KB3";"B0819KB4";"B0820KB1";"B0820KB2";"B0820KB3";"B0820KB4";"B0821KB1";"B0821KB2";"B0821KB3";"B0821KB4";"B0822KB1";"B0822KB2";"B0822KB3";"B0822KB4";"B0823KB1";"B0823KB2";"B0823KB3";"B0823KB4";"B0824KB1";"B0824KB2";"B0824KB3";"B0824KB4";"B0825KB1";"B0825KB2";"B0825KB3";"B0825KB4";"B0826KB1";"B0826KB2";"B0826KB3";"B0826KB4";"B0827KB1";"B0827KB2";"B0827KB3";"B0827KB4";"B0828KB1";"B0828KB2";"B0828KB3";"B0828KB4";"B0829KB1";"B0829KB2";"B0829KB3";"B0829KB4";"B0830KB1";"B0830KB2";"B0830KB3";"B0830KB4";"B0831KB1";"B0831KB2";"B0831KB3";"B0831KB4";"B0832KB1";"B0832KB2";"B0832KB3";"B0832KB4";"B0833KB1";"B0833KB2";"B0833KB3";"B0833KB4";"B0835KB1";"B0835KB2";"B0835KB3";"B0835KB4";"B0836KB1";"B0836KB2";"B0836KB3";"B0836KB4";"B0837KB1";"B0837KB2";"B0837KB3";"B0837KB4";"B0838KB1";"B0838KB2";"B0838KB3";"B0838KB4";"B0839KB1";"B0839KB2";"B0839KB3";"B0839KB4";"B0841KB1";"B0841KB2";"B0841KB3";"B0841KB4";"B0842KB1";"B0842KB2";"B0842KB3";"B0842KB4";"B0843KB1";"B0843KB2";"B0843KB3";"B0843KB4";"B0845KB1";"B0845KB2";"B0845KB3";"B0845KB4";"B0846KB1";"B0846KB2";"B0846KB3";"B0846KB4";"B0847KB1";"B0847KB2";"B0847KB3";"B0847KB4";"B0849KB1";"B0849KB2";"B0849KB3";"B0849KB4";"B0850KB1";"B0850KB2";"B0850KB3";"B0850KB4";"B0851KB1";"B0851KB2";"B0851KB3";"B0851KB4";"B0852KB1";"B0852KB2";"B0852KB3";"B0852KB4";"B0853KB1";"B0853KB2";"B0853KB3";"B0853KB4";"B0855KB1";"B0855KB2";"B0855KB3";"B0855KB4";"B0856KB1";"B0856KB2";"B0856KB3";"B0856KB4";"B0858KB1";"B0858KB2";"B0858KB3";"B0858KB4";"B0859KB1";"B0859KB2";"B0859KB3";"B0859KB4";"B0860KB1";"B0860KB2";"B0860KB3";"B0860KB4";"B0861KB1";"B0861KB2";"B0861KB3";"B0861KB4";"B0862KB1";"B0862KB2";"B0862KB3";"B0862KB4";"B0863KB1";"B0863KB2";"B0863KB3";"B0863KB4";"B0864KB1";"B0864KB2";"B0864KB3";"B0864KB4";"B0865KB1";"B0865KB2";"B0865KB3";"B0865KB4";"B0866KB1";"B0866KB2";"B0866KB3";"B0866KB4";"B0868KB1";"B0868KB2";"B0868KB3";"B0868KB4";"B0869KB1";"B0869KB2";"B0869KB3";"B0869KB4";"B0870KB1";"B0870KB2";"B0870KB3";"B0870KB4";"B0871KB1";"B0871KB2";"B0871KB3";"B0871KB4";"B0872KB1";"B0872KB2";"B0872KB3";"B0872KB4";"B0873KB1";"B0873KB2";"B0873KB3";"B0873KB4";"B0874KB1";"B0874KB2";"B0874KB3";"B0874KB4";"B0875KB1";"B0875KB2";"B0875KB3";"B0875KB4";"B0877KB1";"B0877KB2";"B0877KB3";"B0877KB4";"B0878KB1";"B0878KB2";"B0878KB3";"B0878KB4";"B0879KB1";"B0879KB2";"B0879KB3";"B0879KB4";"B0880KB1";"B0880KB2";"B0880KB3";"B0880KB4";"B0881KB1";"B0881KB2";"B0881KB3";"B0881KB4";"B0882KB1";"B0882KB2";"B0882KB3";"B0882KB4";"B0884KB1";"B0884KB2";"B0884KB3";"B0884KB4";"B0885KB1";"B0885KB2";"B0885KB3";"B0885KB4";"B0886KB1";"B0886KB2";"B0886KB3";"B0886KB4";"B0887KB1";"B0887KB2";"B0887KB3";"B0887KB4";"B0888KB1";"B0888KB2";"B0888KB3";"B0888KB4";"B0890KB1";"B0890KB2";"B0890KB3";"B0890KB4";"B0891KB1";"B0891KB2";"B0891KB3";"B0891KB4";"B0892KB1";"B0892KB2";"B0892KB3";"B0892KB4";"B0893KB1";"B0893KB2";"B0893KB3";"B0893KB4";"B0894KB1";"B0894KB2";"B0894KB3";"B0894KB4";"B0895KB1";"B0895KB2";"B0895KB3";"B0895KB4";"B0896KB1";"B0896KB2";"B0896KB3";"B0896KB4"
2023;2025;1;13256;135;15;13;107;436;41;11;30;14;4;11;381;236;145;273.8265367;28.324;6.309;22.015;11.3657224;4;10.0185912;234.1368143;127.0306098;107.1062045;7;128;9;126;61;48;13;375;202;173;31.18;20.75;10.43;242.6465367;113.936741;128.7097957;179;134;45;257;116;141;101.0232321;72.0340363;28.9891958;172.8033046;62.6527047;110.1505999;15;0;0;0;0;0;0;0;4;0;0;0;0;4;0;0;4;0;4;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;5;4;4;5;4;0;0;0;0;0;4;0;4;0;0;6;0;0;0;4;5;4;11;4;0;4;11;4;4;4;0;0;5;4;4;9;7;4;4;4;4;0;4;4;0;10;41;0;0;0;0;0;0;0;4;0;0;0;0;4;0;0;4;0;4;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;6;8;4;12;33;0;0;0;0;0;8;0;4;0;0;6;0;0;0;4;11;4;19;4;0;4;17;5;4;5;0;0;11;4;7;52;17;117;7;4;4;0;8;4;0;11;28.324;0;0;0;0;0;0;0;4;0;0;0;0;4;0;0;4;0;4;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;5.7237074;5.6915952;4;7.7487605;27.6311002;0;0;0;0;0;4;0;4;0;0;4;0;0;0;4;8.4376283;4;13.3802983;4;0;4;9.8481786;4;4;4;0;0;7.8767406;4;4.8;25.7091546;11.0529541;69.0284949;5.5901542;4;4;0;4.7634354;4;0;5.6059058;4;11;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;5;0;0;0;4;0;0;0;4;0;0;0;5;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;5;0;0;0;4;0;0;0;11;0;0;0;4;0;0;0;0;0;0;0;4;0;0;0;11;0;0;0;4;0;0;0;4;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;4;0;0;0;4;0;0;0;7;4;0;0;6;4;0;0;0;0;4;0;4;0;0;0;4;0;0;0;4;0;0;0;0;0;0;0;4;0;0;0;4;0;0;0;0;0;0;0;10;0;0;0
2023;2025;2;11742;1024;16;129;879;7036;37;10;27;1298;267;1031;5701;3581;2120;5218.6697216;25.488;4.689;20.799;1172.4702441;197.0393509;975.4308932;4020.7114775;2273.5216803;1747.1897972;69;955;68;956;1241;855;386;5795;3003;2792;864.0576658;553.3120399;310.7456259;4354.6120558;1921.9379913;2432.6740645;826;564;262;6210;3294;2916;525.4614069;322.3761726;203.0852343;4693.2083147;2152.8738586;2540.3344561;16;0;0;0;0;0;4;0;4;0;0;4;4;4;5;0;4;0;4;4;0;4;0;11;4;4;4;4;4;0;4;4;4;4;4;4;0;11;4;64;32;31;99;20;0;0;0;4;5;29;4;6;0;4;22;4;6;4;14;16;28;22;28;0;9;28;4;4;4;5;4;39;4;12;77;176;4;28;12;4;0;9;11;7;74;37;0;0;0;0;0;68;0;4;0;0;39;4;4;9;0;4;0;52;9;0;98;0;72;4;27;145;4;4;0;5;4;5;8;68;53;0;194;4;426;107;281;798;57;0;0;0;57;46;185;16;6;0;9;139;4;67;6;104;58;94;37;123;0;11;44;25;71;50;30;6;189;4;249;541;1203;478;227;14;68;0;93;60;20;128;25.488;0;0;0;0;0;64.658469;0;4;0;0;35.5470931;4;4;5.9006423;0;4;0;47.7340583;7.151358;0;88.5529709;0;65.3564961;4;22.4040927;137.9145849;4;4;0;4;4;4;4.9726248;65.0311325;39.996372;0;185.0911503;4;382.5675768;92.6316483;231.3563588;606.914996;44.8167495;0;0;0;53.3244925;31.1824556;127.7119097;8.3086856;4;0;7.6391194;116.3276541;4;59.6882176;5.2690292;90.6645695;17.951672;67.2196569;22.6272485;98.8374747;0;4.8876759;28.1107972;18.5083271;64.0083649;43.7013914;11.8812121;4;138.1694693;4;194.48;291.3618084;792.0963327;376.9538575;135.2693897;6.9608318;48.6863005;0;36.2852908;35.3976036;13.6447158;90.6543395;4;10;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;4;0;0;0;4;0;0;0;5;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;4;0;4;0;0;0;0;0;0;0;4;0;4;0;0;0;0;0;10;4;0;0;4;0;0;0;4;4;0;0;4;4;4;0;4;0;0;0;4;0;0;0;0;0;0;0;4;0;0;0;4;0;0;0;4;0;0;0;4;0;0;0;4;0;4;0;0;4;0;0;0;0;0;0;8;4;4;0;4;0;0;0;55;7;4;0;29;4;0;0;22;8;4;0;82;14;4;0;19;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;4;4;0;0;24;5;0;0;4;4;0;0;6;0;0;0;0;0;0;0;4;0;0;0;21;0;4;0;4;0;0;0;4;4;0;0;4;0;0;0;10;4;0;0;14;4;0;0;27;4;0;0;22;0;0;0;24;4;0;0;0;0;0;0;9;0;0;0;28;0;0;0;4;4;0;0;4;0;4;0;4;4;0;0;4;4;0;0;4;0;0;0;33;6;0;0;4;0;0;0;4;7;4;0;60;16;4;0;159;15;4;4;0;0;4;0;20;7;4;0;12;0;0;0;4;4;4;0;0;0;0;0;4;5;0;0;9;4;0;0;7;0;0;0;72;4;0;0
2023;2025;3;11801;276;15;31;230;1069;42;17;25;143;38;105;884;573;311;725.7990057;21.574;7.503;14.071;118.3220664;18.4185161;99.9035503;585.9029393;338.039216;247.8637233;13;263;14;262;233;170;63;836;458;378;148.147053;97.0556271;51.0914259;577.6519527;266.905105;310.7468477;252;185;67;817;443;374;158.1526911;103.8023165;54.3503746;567.6463146;260.1584156;307.487899;15;0;0;0;0;0;0;0;4;0;0;4;0;0;4;0;4;0;0;0;0;4;0;4;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;17;5;7;18;6;0;0;4;0;0;9;0;4;0;4;12;0;0;0;4;6;4;11;6;0;4;16;4;4;0;4;0;13;0;4;27;31;0;6;8;0;0;7;4;4;19;42;0;0;0;0;0;0;0;21;0;0;4;0;0;8;0;4;0;0;0;0;4;0;11;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;95;23;31;157;8;0;0;4;0;0;24;0;4;0;4;23;0;0;0;4;13;4;15;8;0;6;21;9;4;0;4;0;64;0;45;199;111;0;46;9;0;0;7;25;4;25;21.574;0;0;0;0;0;0;0;12.769113;0;0;4;0;0;7.2693332;0;4;0;0;0;0;4;0;9.1431973;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;84.0572395;19.9950713;24.8115293;114.2220056;6.5659457;0;0;4;0;0;16.8135237;0;4;0;4;19.8472329;0;0;0;4;9.9427696;4;9.6876335;5.3650522;0;4;14.5355232;6.2334335;4;0;4;0;50.0954132;0;31.75;118.64317;64.542652;0;25.6356119;4;0;0;4;13.5026911;4;15.4160235;4;12;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;4;0;0;4;4;0;0;5;4;0;0;14;4;4;0;6;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;4;0;0;0;11;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;6;0;0;0;4;0;0;0;11;0;0;0;6;0;0;0;0;0;0;0;4;0;0;0;16;0;0;0;4;0;0;0;4;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;12;4;0;0;0;0;0;0;4;4;0;0;23;4;4;0;29;4;0;0;0;0;0;0;4;4;0;0;8;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;4;4;0;0;4;0;0;0;19;0;0;0
2023;2025;4;11992;288;34;36;218;1099;110;35;75;100;16;84;889;515;374;759.7700555;74.8804689;17.1304115;57.7500574;89.7924957;9.9179784;79.8745173;595.0970909;298.9441678;296.1529231;18;270;21;267;127;92;35;972;474;498;82.31;53.93;28.38;677.4600555;272.0625577;405.3974978;336;182;154;763;384;379;243.0053781;117.2940365;125.7113416;516.7646774;208.6985212;308.0661562;31;4;0;0;0;0;0;0;4;0;0;4;0;0;4;0;4;0;0;0;4;0;0;4;4;0;0;0;4;0;4;4;0;4;4;0;0;4;4;15;5;7;19;4;0;0;4;4;4;8;0;4;0;0;11;0;0;0;0;4;7;9;7;0;4;11;4;4;0;0;0;14;5;4;25;24;4;12;7;4;0;4;4;4;21;103;7;0;0;0;0;0;0;4;0;0;4;0;0;4;0;4;0;0;0;4;0;0;4;4;0;0;0;4;0;4;6;0;4;4;0;0;17;4;58;15;27;89;45;0;0;4;7;6;62;0;4;0;0;11;0;0;0;0;4;8;9;15;0;4;11;4;4;0;0;0;25;6;25;133;74;194;52;10;4;0;4;14;4;29;68.502;6.3784689;0;0;0;0;0;0;4;0;0;4;0;0;4;0;4;0;0;0;4;0;0;4;4;0;0;0;4;0;4;5.1203797;0;4;4;0;0;16.1198196;4;52.0386033;12.0456831;20.6927761;55.3334112;39.0633187;0;0;4;6.020862;5.5083892;39.1357156;0;4;0;0;5.5072852;0;0;0;0;4;4;5.9896462;11.0381847;0;4;8.1410646;4;4;0;0;0;15.8213904;4;18.8;77.7976104;45.3604995;155.8366006;26.9283453;4.7846546;4;0;4;5.1572517;4;19.9540057;4;21;6;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;4;0;0;0;4;0;0;0;0;0;0;0;4;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;4;0;0;0;14;4;0;0;4;4;0;0;6;4;0;0;17;4;0;0;4;4;0;0;0;0;0;0;0;0;0;0;4;0;0;0;4;0;0;0;4;0;0;0;5;4;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;7;0;0;0;9;0;0;0;7;0;0;0;0;0;0;0;4;0;0;0;11;0;0;0;4;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;5;0;0;0;4;4;0;0;21;4;0;0;22;4;0;0;0;4;4;0;10;4;0;0;7;0;0;0;4;0;0;0;0;0;0;0;4;0;0;0;0;4;0;0;4;0;0;0;21;0;0;0
2023;2025;5;12249;199;11;27;161;1369;28;8;20;645;123;522;696;312;384;1129.5185938;18.3084115;4;14.6114115;600.5811427;95.5225816;505.0585611;510.6290396;181.4177943;329.2112453;15;184;19;180;106;84;22;1263;359;904;61.9;44.31;17.59;1067.6185938;236.3273759;831.2912179;118;88;30;1251;355;896;69.6785423;46.8837608;22.7947815;1059.8400515;233.7536151;826.0864364;11;0;0;0;0;0;0;0;4;0;0;0;0;0;4;0;4;0;4;0;0;0;0;4;4;0;0;0;0;0;0;0;0;4;0;0;0;4;0;12;6;4;11;4;0;0;0;0;4;6;4;0;0;0;4;4;0;0;4;4;4;12;8;0;4;9;0;0;0;0;0;7;4;4;18;24;0;10;7;4;0;4;4;0;10;28;0;0;0;0;0;0;0;34;0;0;0;0;0;23;0;4;0;56;0;0;0;0;486;4;0;0;0;0;0;0;0;0;6;0;0;0;5;0;32;31;109;31;192;0;0;0;0;4;15;4;0;0;0;4;4;0;0;4;7;5;12;17;0;4;11;0;0;0;0;0;16;4;13;94;28;0;57;7;4;0;18;7;0;10;18.3084115;0;0;0;0;0;0;0;30.7346161;0;0;0;0;0;19.6124493;0;4;0;53.3780751;0;0;0;0;462.1389975;4;0;0;0;0;0;0;0;0;4;0;0;0;4;0;25.4026937;25.7213567;98.4482835;20.407036;173.2332477;0;0;0;0;4;11.4422014;4;0;0;0;4;4;0;0;4;4;4;6.8223649;13.7508832;0;4;4.9712052;0;0;0;0;0;13.1429966;4;10.44;51.1107553;14.8211856;0;32.5383326;4.0928057;4;0;7.8174513;4.1302059;0;4.8372322;4;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;4;0;0;0;0;0;0;0;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;11;4;0;0;5;4;0;0;4;0;4;0;10;4;0;0;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;6;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;4;0;0;0;4;0;0;0;12;0;0;0;8;0;0;0;0;0;0;0;4;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;4;0;0;0;4;4;0;0;15;4;0;0;24;0;0;0;0;0;0;0;9;4;0;0;7;0;0;0;4;0;0;0;0;0;0;0;4;4;0;0;4;0;0;0;0;0;0;0;10;0;0;0
